,,0
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,אומדן סימפטומים ודיווח סיעודי,-0.026563860883975447
אומדן סימפטומים ודיווח סיעודי,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,-0.026563860883975447
אבחנה-Histopatological degree,BILATERAL RADICAL MASTECTOMY,-0.026563176199053573
BILATERAL RADICAL MASTECTOMY,אבחנה-Histopatological degree,-0.026563176199053573
other,QUADRANTECTOMY,-0.026448074876511643
QUADRANTECTOMY,other,-0.026448074876511643
אבחנה-Tumor width,T1,-0.02634047441137074
T1,אבחנה-Tumor width,-0.02634047441137074
אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,T1,-0.026267133365194425
T1,אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,-0.026267133365194425
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,MASTECTOMY,-0.02613245938895269
MASTECTOMY,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.02613245938895269
אבחנה-Histopatological degree,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.026084473570887654
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Histopatological degree,-0.026084473570887654
LUMPECTOMY + AXILLARY DISSECTION,TIS,-0.026078049285211766
TIS,LUMPECTOMY + AXILLARY DISSECTION,-0.026078049285211766
RADICAL MODIFIED MASTECTOMY,אבחנה-Histopatological degree,-0.026077306167368603
אבחנה-Histopatological degree,RADICAL MODIFIED MASTECTOMY,-0.026077306167368603
User Name,אבחנה-Surgery sum,-0.026062051947280764
אבחנה-Surgery sum,User Name,-0.026062051947280764
אבחנה-KI67 protein,אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,-0.025989306480880006
אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,אבחנה-KI67 protein,-0.025989306480880006
MASTECTOMY + SENTINEL NODE BIOPSY.1,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.025957343925279416
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,MASTECTOMY + SENTINEL NODE BIOPSY.1,-0.025957343925279416
BILATERAL SIMPLE MASTECTOMY,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.025913757510812045
LUMPECTOMY + SENTINEL NODE BIOPSY,BILATERAL SIMPLE MASTECTOMY,-0.025913757510812045
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,LUMPECTOMY + AXILLARY DISSECTION,-0.02574721963933577
LUMPECTOMY + AXILLARY DISSECTION,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.02574721963933577
other,אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,-0.025702630192157728
אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,other,-0.025702630192157728
BILATERAL EXTENDED SIMPLE MASTECTOMY.1,other,-0.025702630192157554
other,BILATERAL EXTENDED SIMPLE MASTECTOMY.1,-0.025702630192157554
UNILATERAL SIMPLE MASTECTOMY.1,other,-0.02570263019215743
other,UNILATERAL SIMPLE MASTECTOMY.1,-0.02570263019215743
כירו-שד-מסטקטומי+בלוטות, Hospital_62.0,-0.025693223880508646
 Hospital_62.0,כירו-שד-מסטקטומי+בלוטות,-0.025693223880508646
כירורגיה-שד למפקטומי,T3,-0.025663411242221216
T3,כירורגיה-שד למפקטומי,-0.025663411242221216
כירור-הוצאת בלוטות לימפה,other.3,-0.025513578600109124
other.3,כירור-הוצאת בלוטות לימפה,-0.025513578600109124
T4,T3,-0.02549275102387994
T3,T4,-0.02549275102387994
T2,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.02547278400614272
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,T2,-0.02547278400614272
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,T3,-0.025466077392492507
T3,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.025466077392492507
כירור-הוצאת בלוטות לימפה,T2,-0.02536236520481198
T2,כירור-הוצאת בלוטות לימפה,-0.02536236520481198
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA, Hospital_62.0,-0.025348696602399162
 Hospital_62.0,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.025348696602399162
אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA, Hospital_20.0,-0.02523875484577992
 Hospital_20.0,אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,-0.02523875484577992
other.2,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.025181996528919635
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,other.2,-0.025181996528919635
other,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,-0.025099942491426126
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,other,-0.025099942491426126
other,LUMPECTOMY + AXILLARY DISSECTION.1,-0.02493494371263104
LUMPECTOMY + AXILLARY DISSECTION.1,other,-0.02493494371263104
PARTIAL HEPATECTOMY,other,-0.024934943712630997
other,PARTIAL HEPATECTOMY,-0.024934943712630997
אבחנה-Histopatological degree,BILATERAL SIMPLE MASTECTOMY,-0.024802591801488767
BILATERAL SIMPLE MASTECTOMY,אבחנה-Histopatological degree,-0.024802591801488767
אבחנה-Histological diagnosis_MEDULLARY CARCINOMA, Hospital_20.0,-0.02474007148945009
 Hospital_20.0,אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,-0.02474007148945009
אבחנה-Basic stage_p - Pathological,שד-כריתה בגישה זעירה+בלוטות,-0.024721160362158393
שד-כריתה בגישה זעירה+בלוטות,אבחנה-Basic stage_p - Pathological,-0.024721160362158393
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,other.3,-0.0246902727193924
other.3,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,-0.0246902727193924
OPEN BIOPSY OF BREAST,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.024679006294524044
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,OPEN BIOPSY OF BREAST,-0.024679006294524044
אבחנה-Age,RADICAL MODIFIED MASTECTOMY,-0.02457482546304789
RADICAL MODIFIED MASTECTOMY,אבחנה-Age,-0.02457482546304789
ביקור במרפאה,T3,-0.024542633170999997
T3,ביקור במרפאה,-0.024542633170999997
אבחנה-Positive nodes,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.02447801598788739
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Positive nodes,-0.02447801598788739
MASTECTOMY.2,אבחנה-Nodes exam,-0.02439545633763614
אבחנה-Nodes exam,MASTECTOMY.2,-0.02439545633763614
T4,אבחנה-Basic stage_p - Pathological,-0.024383392961062258
אבחנה-Basic stage_p - Pathological,T4,-0.024383392961062258
אבחנה-Basic stage_c - Clinical,MASTECTOMY,-0.02434472003907375
MASTECTOMY,אבחנה-Basic stage_c - Clinical,-0.02434472003907375
אבחנה-Her2,ביקור במרפאה,-0.024201418901534207
ביקור במרפאה,אבחנה-Her2,-0.024201418901534207
LUMPECTOMY + AXILLARY DISSECTION,MASTECTOMY + AXILLARY DISSECTION,-0.024199371548283687
MASTECTOMY + AXILLARY DISSECTION,LUMPECTOMY + AXILLARY DISSECTION,-0.024199371548283687
אבחנה-Age,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,-0.02408673077204677
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,אבחנה-Age,-0.02408673077204677
T4,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.02400234081087804
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,T4,-0.02400234081087804
 Hospital_20.0,כירורגיה-שד מסטקטומי,-0.023992448865894807
כירורגיה-שד מסטקטומי, Hospital_20.0,-0.023992448865894807
אבחנה-Her2,MASTECTOMY + AXILLARY DISSECTION.1,-0.023921672994669324
MASTECTOMY + AXILLARY DISSECTION.1,אבחנה-Her2,-0.023921672994669324
AXILLARY LYMPH NODE DISSECTION.1,Undefined,-0.023796156942477574
Undefined,AXILLARY LYMPH NODE DISSECTION.1,-0.023796156942477574
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,-0.02377426623374972
אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.02377426623374972
אבחנה-Tumor width,אבחנה-Surgery sum,-0.02376458798325581
אבחנה-Surgery sum,אבחנה-Tumor width,-0.02376458798325581
LUMPECTOMY + AXILLARY DISSECTION,MASTECTOMY + SENTINEL NODE BIOPSY,-0.02369972574535696
MASTECTOMY + SENTINEL NODE BIOPSY,LUMPECTOMY + AXILLARY DISSECTION,-0.02369972574535696
אבחנה-Basic stage_c - Clinical,MASTECTOMY + SENTINEL NODE BIOPSY,-0.02362328971358512
MASTECTOMY + SENTINEL NODE BIOPSY,אבחנה-Basic stage_c - Clinical,-0.02362328971358512
other.3,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.02359449548429988
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,other.3,-0.02359449548429988
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,TIS,-0.023561854839485304
TIS,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,-0.023561854839485304
כירו-שד-למפקטומי+בלוטות,AXILLARY LYMPH NODE DISSECTION.2,-0.023557532878855206
AXILLARY LYMPH NODE DISSECTION.2,כירו-שד-למפקטומי+בלוטות,-0.023557532878855206
שד-כריתה בגישה זעירה+בלוטות,שד-כריתה בגישה זעירה דרך העטרה,-0.023454370169213905
שד-כריתה בגישה זעירה דרך העטרה,שד-כריתה בגישה זעירה+בלוטות,-0.023454370169213905
כירורגיה-שד למפקטומי,כיר-שד-הוצ.בלוטות בית שח,-0.023420804089758617
כיר-שד-הוצ.בלוטות בית שח,כירורגיה-שד למפקטומי,-0.023420804089758617
כיר-שד-הוצ.בלוטות בית שח,כירו-שד-מסטקטומי+בלוטות,-0.023398928511803113
כירו-שד-מסטקטומי+בלוטות,כיר-שד-הוצ.בלוטות בית שח,-0.023398928511803113
דיווח סיעודי,T1,-0.023396261972921654
T1,דיווח סיעודי,-0.023396261972921654
אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,אבחנה-Nodes exam,-0.023355849088288486
אבחנה-Nodes exam,אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,-0.023355849088288486
שד-כריתה בגישה זעירה דרך העטרה,other.1,-0.023320164137089875
other.1,שד-כריתה בגישה זעירה דרך העטרה,-0.023320164137089875
LUMPECTOMY + SENTINEL NODE BIOPSY.1,אבחנה-Nodes exam,-0.023308794900726924
אבחנה-Nodes exam,LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.023308794900726924
אבחנה-KI67 protein,MASTECTOMY + AXILLARY DISSECTION,-0.023242506939970327
MASTECTOMY + AXILLARY DISSECTION,אבחנה-KI67 protein,-0.023242506939970327
Unnamed: 0,MASTECTOMY.1,-0.023184052264564742
MASTECTOMY.1,Unnamed: 0,-0.023184052264564742
 Hospital_60.0,TIS,-0.023179418241574608
TIS, Hospital_60.0,-0.023179418241574608
אבחנה-Basic stage_c - Clinical,אבחנה-Ivi -Lymphovascular invasion,-0.023146368001757813
אבחנה-Ivi -Lymphovascular invasion,אבחנה-Basic stage_c - Clinical,-0.023146368001757813
 Hospital_85.0,User Name,-0.023049718115556346
User Name, Hospital_85.0,-0.023049718115556346
BILATERAL EXTENDED SIMPLE MASTECTOMY.1,אבחנה-Age,-0.02303243835702082
אבחנה-Age,BILATERAL EXTENDED SIMPLE MASTECTOMY.1,-0.02303243835702082
אבחנה-Age,BILATERAL EXTENDED SIMPLE MASTECTOMY,-0.022961448947307294
BILATERAL EXTENDED SIMPLE MASTECTOMY,אבחנה-Age,-0.022961448947307294
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),TIS,-0.022944023280735092
TIS,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.022944023280735092
BILATERAL SIMPLE MASTECTOMY.1, Hospital_20.0,-0.02289752593705958
 Hospital_20.0,BILATERAL SIMPLE MASTECTOMY.1,-0.02289752593705958
אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,other.1,-0.02288749189824889
other.1,אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,-0.02288749189824889
אבחנה-Her2,אבחנה-Positive nodes,-0.022863610050632418
אבחנה-Positive nodes,אבחנה-Her2,-0.022863610050632418
LUMPECTOMY + AXILLARY DISSECTION,ביקור במרפאה קרינה,-0.022840561054599532
ביקור במרפאה קרינה,LUMPECTOMY + AXILLARY DISSECTION,-0.022840561054599532
LUMPECTOMY + SENTINEL NODE BIOPSY,"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",-0.02278887892576795
"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",LUMPECTOMY + SENTINEL NODE BIOPSY,-0.02278887892576795
אבחנה-Basic stage_c - Clinical,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.022783808361883602
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,אבחנה-Basic stage_c - Clinical,-0.022783808361883602
אבחנה-Positive nodes,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,-0.022643813564249514
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,אבחנה-Positive nodes,-0.022643813564249514
אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,אבחנה-Her2,-0.022627146933256074
אבחנה-Her2,אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,-0.022627146933256074
אבחנה-Her2,UNILATERAL SIMPLE MASTECTOMY.1,-0.022627146933255998
UNILATERAL SIMPLE MASTECTOMY.1,אבחנה-Her2,-0.022627146933255998
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,-0.02255259819892038
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,-0.02255259819892038
ביקור במרפאה המטו-אונקולוגית,אומדן סימפטומים ודיווח סיעודי,-0.02253349964749739
אומדן סימפטומים ודיווח סיעודי,ביקור במרפאה המטו-אונקולוגית,-0.02253349964749739
OPEN BIOPSY OF BREAST,אבחנה-Age,-0.02252088049021326
אבחנה-Age,OPEN BIOPSY OF BREAST,-0.02252088049021326
כירורגיה-שד למפקטומי,T4,-0.022495330171323456
T4,כירורגיה-שד למפקטומי,-0.022495330171323456
other,T2,-0.022480214002426644
T2,other,-0.022480214002426644
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,other,-0.02247532390299376
other,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,-0.02247532390299376
כירו-שד-למפקטומי+בלוטות,MASTECTOMY + AXILLARY DISSECTION.1,-0.02240719770575181
MASTECTOMY + AXILLARY DISSECTION.1,כירו-שד-למפקטומי+בלוטות,-0.02240719770575181
אבחנה-Age,BILATERAL SIMPLE MASTECTOMY,-0.02238107195565495
BILATERAL SIMPLE MASTECTOMY,אבחנה-Age,-0.02238107195565495
T1,other.1,-0.02236074128660902
other.1,T1,-0.02236074128660902
other.3,BILATERAL SIMPLE MASTECTOMY,-0.02235118328923554
BILATERAL SIMPLE MASTECTOMY,other.3,-0.02235118328923554
Undefined,ביקור במרפאה קרינה,-0.022224560150875493
ביקור במרפאה קרינה,Undefined,-0.022224560150875493
אבחנה-Ivi -Lymphovascular invasion,other.3,-0.022213528506926362
other.3,אבחנה-Ivi -Lymphovascular invasion,-0.022213528506926362
ביקור במרפאה המטו-אונקולוגית,דיווח סיעודי,-0.022208978136819425
דיווח סיעודי,ביקור במרפאה המטו-אונקולוגית,-0.022208978136819425
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),-0.022196951755742083
כירו-שד-למפקטומי+בלוטות+קרינה תוך ניתוחית (intrabeam),LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,-0.022196951755742083
MF,אבחנה-Age,-0.02217534962524289
אבחנה-Age,MF,-0.02217534962524289
אבחנה-Ivi -Lymphovascular invasion,LUMPECTOMY + SENTINEL NODE BIOPSY,-0.02214442358700788
LUMPECTOMY + SENTINEL NODE BIOPSY,אבחנה-Ivi -Lymphovascular invasion,-0.02214442358700788
כירו-שד-למפקטומי+בלוטות,LUMPECTOMY + SENTINEL NODE BIOPSY.1,-0.022104226026094714
LUMPECTOMY + SENTINEL NODE BIOPSY.1,כירו-שד-למפקטומי+בלוטות,-0.022104226026094714
 Hospital_20.0,BILATERAL EXTENDED SIMPLE MASTECTOMY,-0.02206258090595294
BILATERAL EXTENDED SIMPLE MASTECTOMY, Hospital_20.0,-0.02206258090595294
אבחנה-Histological diagnosis_COMEDOCARCINOMA,Unnamed: 0,-0.02200571770445743
Unnamed: 0,אבחנה-Histological diagnosis_COMEDOCARCINOMA,-0.02200571770445743
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,שד-כריתה בגישה זעירה+בלוטות,-0.02185512425983397
שד-כריתה בגישה זעירה+בלוטות,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,-0.02185512425983397
Unnamed: 0,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,-0.021853538586562433
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,Unnamed: 0,-0.021853538586562433
כירורגיה-שד למפקטומי,כירורגיה-שד מסטקטומי,-0.021818066463136894
כירורגיה-שד מסטקטומי,כירורגיה-שד למפקטומי,-0.021818066463136894
LUMPECTOMY + AXILLARY DISSECTION,שד-כריתה בגישה זעירה דרך העטרה,-0.021815836542916373
שד-כריתה בגישה זעירה דרך העטרה,LUMPECTOMY + AXILLARY DISSECTION,-0.021815836542916373
כירו-שד-למפקטומי+בלוטות,QUADRANTECTOMY,-0.02180932838984293
QUADRANTECTOMY,כירו-שד-למפקטומי+בלוטות,-0.02180932838984293
כירו-שד-מסטקטומי+בלוטות,כירורגיה-שד מסטקטומי,-0.02179768787955235
כירורגיה-שד מסטקטומי,כירו-שד-מסטקטומי+בלוטות,-0.02179768787955235
אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.02176069405787802
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA,-0.02176069405787802
אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.02176069405787796
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,-0.02176069405787796
אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,אבחנה-Age,-0.021755707752430322
אבחנה-Age,אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,-0.021755707752430322
אבחנה-Her2,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,-0.02171767616258982
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,אבחנה-Her2,-0.02171767616258982
Unnamed: 0,BIOPSY OF LYMPHATIC STRUCTURE,-0.021640194481270497
BIOPSY OF LYMPHATIC STRUCTURE,Unnamed: 0,-0.021640194481270497
אבחנה-KI67 protein,T0,-0.02161619446864465
T0,אבחנה-KI67 protein,-0.02161619446864465
other,MASTECTOMY.2,-0.0215933587649163
MASTECTOMY.2,other,-0.0215933587649163
other,EXCISION OF ECTOPIC BREAST TISSUE,-0.021593358764916075
EXCISION OF ECTOPIC BREAST TISSUE,other,-0.021593358764916075
אבחנה-Her2,OPEN BIOPSY OF BREAST,-0.021384176664164936
OPEN BIOPSY OF BREAST,אבחנה-Her2,-0.021384176664164936
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,RADICAL MODIFIED MASTECTOMY,-0.02129746187959621
RADICAL MODIFIED MASTECTOMY,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,-0.02129746187959621
RADICAL MODIFIED MASTECTOMY,כירורגיה-שד למפקטומי,-0.021280495650271482
